transaction_id,timestamp,user_id,amount,location,device_type,is_fraud
1020,2025-06-20 03:05:16.211446,1069,148.14,Delhi,Desktop,0
1021,2025-06-20 03:04:16.211447,1069,63.43,Mumbai,Desktop,0
1022,2025-06-20 03:03:16.211449,1003,101.89,Mumbai,Mobile,0
1023,2025-06-20 03:02:16.211450,1093,182.56,Delhi,Desktop,0
1024,2025-06-20 03:01:16.211451,1074,211.66,Bangalore,Mobile,0
1025,2025-06-20 03:00:16.211453,1061,33.43,Chennai,Desktop,0
1026,2025-06-20 02:59:16.211454,1061,754.73,Mumbai,Desktop,0
1027,2025-06-20 02:58:16.211455,1093,157.39,Bangalore,Tablet,0
1028,2025-06-20 02:57:16.211457,1094,29.16,Bangalore,Mobile,0
1029,2025-06-20 02:56:16.211458,1023,448.18,Mumbai,Desktop,0
1030,2025-06-20 02:55:16.211459,1054,15.51,Mumbai,Desktop,0
1031,2025-06-20 02:54:16.211461,1008,476.62,Bangalore,Desktop,1
1032,2025-06-20 02:53:16.211462,1002,1134.79,Chennai,Tablet,0
1033,2025-06-20 02:52:16.211463,1030,241.08,Delhi,Mobile,0
1034,2025-06-20 02:51:16.211465,1039,294.32,Mumbai,Desktop,0
1035,2025-06-20 02:50:16.211466,1035,82.29,Delhi,Desktop,0
1036,2025-06-20 02:49:16.211467,1023,568.01,Bangalore,Desktop,0
1037,2025-06-20 02:48:16.211469,1094,150.88,Delhi,Tablet,0
1038,2025-06-20 02:47:16.211470,1005,263.64,Chennai,Desktop,0
1039,2025-06-20 02:46:16.211471,1065,515.69,Bangalore,Mobile,0
1040,2025-06-20 02:45:16.211473,1083,739.22,Chennai,Mobile,0
1041,2025-06-20 02:44:16.211474,1091,358.2,Bangalore,Mobile,0
1042,2025-06-20 02:43:16.211475,1074,72.2,Chennai,Mobile,0
1043,2025-06-20 02:42:16.211477,1003,679.53,Bangalore,Desktop,0
1044,2025-06-20 02:41:16.211478,1078,197.84,Chennai,Tablet,0
1045,2025-06-20 02:40:16.211479,1005,533.7,Bangalore,Tablet,0
1046,2025-06-20 02:39:16.211481,1093,225.47,Chennai,Tablet,0
1047,2025-06-20 02:38:16.211482,1050,73.41,Bangalore,Desktop,0
1048,2025-06-20 02:37:16.211484,1061,92.41,Chennai,Tablet,0
1049,2025-06-20 02:36:16.211485,1056,159.91,Mumbai,Mobile,0
1050,2025-06-20 02:35:16.211487,1065,312.14,Delhi,Desktop,0
1051,2025-06-20 02:34:16.211489,1078,76.54,Bangalore,Tablet,0
1052,2025-06-20 02:33:16.211491,1074,173.37,Chennai,Mobile,0
1053,2025-06-20 02:32:16.211494,1007,84.81,Mumbai,Mobile,0
1054,2025-06-20 02:31:16.211496,1025,338.31,Bangalore,Desktop,0
1055,2025-06-20 02:30:16.211498,1050,125.74,Bangalore,Desktop,0
1056,2025-06-20 02:29:16.211500,1044,15.97,Bangalore,Tablet,0
1057,2025-06-20 02:28:16.211502,1043,36.32,Delhi,Tablet,0
1058,2025-06-20 02:27:16.211504,1004,12.61,Chennai,Tablet,0
1059,2025-06-20 02:26:16.211508,1069,138.35,Chennai,Desktop,0
1060,2025-06-20 02:25:16.211510,1025,22.49,Bangalore,Tablet,0
1061,2025-06-20 02:24:16.211512,1067,24.24,Bangalore,Tablet,0
1062,2025-06-20 02:23:16.211514,1018,566.21,Bangalore,Mobile,0
1063,2025-06-20 02:22:16.211517,1083,412.17,Mumbai,Mobile,0
1064,2025-06-20 02:21:16.211519,1096,120.33,Bangalore,Mobile,0
1065,2025-06-20 02:20:16.211521,1019,850.98,Delhi,Tablet,0
1066,2025-06-20 02:19:16.211529,1011,0.04,Chennai,Desktop,0
1067,2025-06-20 02:18:16.211531,1046,190.37,Delhi,Mobile,0
1068,2025-06-20 02:17:16.211534,1000,191.65,Bangalore,Desktop,0
1069,2025-06-20 02:16:16.211536,1089,122.29,Mumbai,Tablet,0
1070,2025-06-20 02:15:16.211538,1013,101.15,Bangalore,Tablet,0
1071,2025-06-20 02:14:16.211539,1063,121.53,Bangalore,Mobile,0
1072,2025-06-20 02:13:16.211540,1037,107.22,Bangalore,Desktop,0
1073,2025-06-20 02:12:16.211542,1036,262.23,Bangalore,Mobile,0
1074,2025-06-20 02:11:16.211543,1010,29.09,Bangalore,Tablet,0
1075,2025-06-20 02:10:16.211544,1099,44.04,Chennai,Desktop,0
1076,2025-06-20 02:09:16.211546,1076,39.82,Delhi,Mobile,0
1077,2025-06-20 02:08:16.211547,1002,60.89,Mumbai,Tablet,0
1078,2025-06-20 02:07:16.211548,1032,149.0,Bangalore,Mobile,0
1079,2025-06-20 02:06:16.211550,1005,23.58,Mumbai,Desktop,0
1080,2025-06-20 02:05:16.211551,1049,405.25,Chennai,Desktop,0
1081,2025-06-20 02:04:16.211552,1009,70.58,Delhi,Desktop,0
1082,2025-06-20 02:03:16.211553,1004,35.48,Bangalore,Desktop,0
1083,2025-06-20 02:02:16.211555,1022,225.17,Chennai,Desktop,0
1084,2025-06-20 02:01:16.211556,1009,7.77,Chennai,Mobile,0
1085,2025-06-20 02:00:16.211557,1043,193.5,Delhi,Mobile,0
1086,2025-06-20 01:59:16.211559,1001,239.6,Bangalore,Mobile,0
1087,2025-06-20 01:58:16.211560,1012,48.39,Delhi,Mobile,0
1088,2025-06-20 01:57:16.211561,1039,8.57,Delhi,Tablet,0
1089,2025-06-20 01:56:16.211563,1001,90.4,Mumbai,Tablet,0
1090,2025-06-20 01:55:16.211564,1083,20.76,Mumbai,Mobile,0
1091,2025-06-20 01:54:16.211565,1064,24.77,Delhi,Tablet,0
1092,2025-06-20 01:53:16.211567,1062,58.68,Mumbai,Tablet,1
1093,2025-06-20 01:52:16.211568,1072,70.04,Chennai,Desktop,0
1094,2025-06-20 01:51:16.211569,1016,150.99,Delhi,Mobile,0
1095,2025-06-20 01:50:16.211570,1008,226.88,Bangalore,Tablet,0
1096,2025-06-20 01:49:16.211572,1074,179.68,Bangalore,Tablet,0
1097,2025-06-20 01:48:16.211573,1014,32.12,Chennai,Mobile,0
1098,2025-06-20 01:47:16.211574,1023,37.77,Bangalore,Desktop,0
1099,2025-06-20 01:46:16.211576,1037,422.01,Bangalore,Mobile,0
1100,2025-06-20 01:45:16.211577,1034,163.45,Delhi,Desktop,0
1101,2025-06-20 01:44:16.211578,1093,407.95,Chennai,Tablet,0
1102,2025-06-20 01:43:16.211581,1094,92.9,Delhi,Desktop,0
1103,2025-06-20 01:42:16.211582,1048,190.59,Chennai,Desktop,0
1104,2025-06-20 01:41:16.211584,1068,148.33,Delhi,Mobile,0
1105,2025-06-20 01:40:16.211585,1061,76.87,Delhi,Tablet,0
1106,2025-06-20 01:39:16.211586,1059,126.94,Mumbai,Mobile,0
1107,2025-06-20 01:38:16.211588,1049,139.63,Bangalore,Mobile,0
1108,2025-06-20 01:37:16.211589,1077,44.82,Chennai,Tablet,0
1109,2025-06-20 01:36:16.211590,1074,75.67,Bangalore,Mobile,0
1110,2025-06-20 01:35:16.211592,1008,313.48,Mumbai,Mobile,0
1111,2025-06-20 01:34:16.211593,1033,494.88,Chennai,Desktop,0
1112,2025-06-20 01:33:16.211594,1075,89.19,Mumbai,Mobile,0
1113,2025-06-20 01:32:16.211596,1098,73.34,Bangalore,Tablet,0
1114,2025-06-20 01:31:16.211597,1034,43.43,Delhi,Mobile,0
1115,2025-06-20 01:30:16.211598,1000,226.95,Mumbai,Desktop,0
1116,2025-06-20 01:29:16.211600,1039,78.05,Mumbai,Mobile,0
1117,2025-06-20 01:28:16.211601,1063,880.44,Delhi,Mobile,0
1118,2025-06-20 01:27:16.211602,1021,78.81,Bangalore,Mobile,0
1119,2025-06-20 01:26:16.211604,1059,100.22,Mumbai,Desktop,0
1120,2025-06-20 01:25:16.211606,1063,184.93,Bangalore,Tablet,0
1121,2025-06-20 01:24:16.211607,1092,323.58,Delhi,Tablet,0
1122,2025-06-20 01:23:16.211608,1071,126.79,Chennai,Desktop,0
1123,2025-06-20 01:22:16.211610,1010,109.86,Mumbai,Desktop,0
1124,2025-06-20 01:21:16.211611,1013,1086.96,Bangalore,Mobile,1
1125,2025-06-20 01:20:16.211612,1059,2.11,Delhi,Tablet,0
1126,2025-06-20 01:19:16.211614,1029,450.88,Delhi,Desktop,0
1127,2025-06-20 01:18:16.211615,1034,32.3,Mumbai,Tablet,0
1128,2025-06-20 01:17:16.211616,1084,308.29,Chennai,Mobile,0
1129,2025-06-20 01:16:16.211618,1036,192.43,Mumbai,Desktop,0
1130,2025-06-20 01:15:16.211619,1004,83.66,Bangalore,Tablet,0
1131,2025-06-20 01:14:16.211620,1082,414.1,Delhi,Tablet,0
1132,2025-06-20 01:13:16.211622,1077,2.6,Chennai,Mobile,0
1133,2025-06-20 01:12:16.211623,1025,51.42,Bangalore,Desktop,0
1134,2025-06-20 01:11:16.211624,1061,167.35,Mumbai,Tablet,0
1135,2025-06-20 01:10:16.211626,1003,86.63,Delhi,Mobile,0
1136,2025-06-20 01:09:16.211627,1088,188.52,Mumbai,Tablet,0
1137,2025-06-20 01:08:16.211628,1041,4.88,Chennai,Mobile,0
1138,2025-06-20 01:07:16.211630,1088,24.76,Chennai,Tablet,0
1139,2025-06-20 01:06:16.211631,1017,27.19,Chennai,Tablet,0
1140,2025-06-20 01:05:16.211632,1039,41.97,Chennai,Mobile,0
1141,2025-06-20 01:04:16.211634,1071,122.99,Chennai,Desktop,0
1142,2025-06-20 01:03:16.211635,1038,278.97,Mumbai,Mobile,0
1143,2025-06-20 01:02:16.211637,1013,471.91,Chennai,Desktop,0
1144,2025-06-20 01:01:16.211638,1031,360.81,Chennai,Tablet,0
1145,2025-06-20 01:00:16.211639,1050,43.85,Delhi,Tablet,0
1146,2025-06-20 00:59:16.211641,1037,116.38,Chennai,Mobile,0
1147,2025-06-20 00:58:16.211642,1096,44.48,Delhi,Mobile,0
1148,2025-06-20 00:57:16.211643,1022,61.43,Delhi,Desktop,0
1149,2025-06-20 00:56:16.211645,1062,140.05,Delhi,Desktop,0
1150,2025-06-20 00:55:16.211646,1014,14.11,Mumbai,Desktop,1
1151,2025-06-20 00:54:16.211647,1096,49.22,Mumbai,Mobile,0
1152,2025-06-20 00:53:16.211649,1024,547.84,Bangalore,Tablet,0
1153,2025-06-20 00:52:16.211650,1016,125.52,Bangalore,Mobile,0
1154,2025-06-20 00:51:16.211651,1096,117.9,Delhi,Tablet,0
1155,2025-06-20 00:50:16.211653,1065,2.93,Mumbai,Mobile,0
1156,2025-06-20 00:49:16.211654,1077,56.84,Chennai,Mobile,0
1157,2025-06-20 00:48:16.211655,1052,402.42,Bangalore,Desktop,0
1158,2025-06-20 00:47:16.211657,1050,35.98,Mumbai,Tablet,0
1159,2025-06-20 00:46:16.211658,1038,107.27,Chennai,Mobile,0
1160,2025-06-20 00:45:16.211659,1050,2.89,Chennai,Mobile,0
1161,2025-06-20 00:44:16.211661,1069,130.15,Mumbai,Tablet,0
1162,2025-06-20 00:43:16.211662,1005,4.25,Bangalore,Mobile,1
1163,2025-06-20 00:42:16.211663,1066,342.53,Mumbai,Tablet,0
1164,2025-06-20 00:41:16.211665,1006,348.43,Bangalore,Desktop,0
1165,2025-06-20 00:40:16.211666,1050,309.99,Delhi,Desktop,0
1166,2025-06-20 00:39:16.211668,1071,66.64,Mumbai,Tablet,0
1167,2025-06-20 00:38:16.211669,1041,363.09,Mumbai,Desktop,0
1168,2025-06-20 00:37:16.211670,1063,156.61,Bangalore,Tablet,0
1169,2025-06-20 00:36:16.211672,1014,93.62,Bangalore,Mobile,0
1170,2025-06-20 00:35:16.211673,1028,196.34,Mumbai,Mobile,0
1171,2025-06-20 00:34:16.211674,1032,2.48,Chennai,Tablet,0
1172,2025-06-20 00:33:16.211676,1093,30.85,Chennai,Mobile,0
1173,2025-06-20 00:32:16.211677,1026,271.19,Chennai,Desktop,0
1174,2025-06-20 00:31:16.211678,1035,55.99,Delhi,Mobile,0
1175,2025-06-20 00:30:16.211680,1028,182.27,Delhi,Mobile,0
1176,2025-06-20 00:29:16.211681,1037,97.26,Bangalore,Tablet,0
1177,2025-06-20 00:28:16.211682,1056,385.94,Delhi,Desktop,0
1178,2025-06-20 00:27:16.211684,1096,609.05,Chennai,Mobile,0
1179,2025-06-20 00:26:16.211685,1026,430.08,Mumbai,Mobile,0
1180,2025-06-20 00:25:16.211686,1054,63.11,Delhi,Tablet,0
1181,2025-06-20 00:24:16.211688,1032,43.17,Delhi,Tablet,0
1182,2025-06-20 00:23:16.211689,1067,128.66,Chennai,Desktop,0
1183,2025-06-20 00:22:16.211690,1085,1.47,Delhi,Mobile,0
1184,2025-06-20 00:21:16.211692,1065,5.23,Bangalore,Tablet,0
1185,2025-06-20 00:20:16.211693,1009,161.17,Mumbai,Tablet,0
1186,2025-06-20 00:19:16.211694,1004,146.98,Chennai,Tablet,0
1187,2025-06-20 00:18:16.211696,1073,1043.61,Bangalore,Desktop,0
1188,2025-06-20 00:17:16.211697,1096,45.09,Chennai,Tablet,0
1189,2025-06-20 00:16:16.211698,1037,59.71,Bangalore,Desktop,0
1190,2025-06-20 00:15:16.211700,1012,24.1,Mumbai,Desktop,0
1191,2025-06-20 00:14:16.211701,1030,499.1,Mumbai,Mobile,0
1192,2025-06-20 00:13:16.211702,1046,300.85,Bangalore,Mobile,0
1193,2025-06-20 00:12:16.211704,1099,345.58,Bangalore,Desktop,0
1194,2025-06-20 00:11:16.211705,1087,466.12,Bangalore,Mobile,0
1195,2025-06-20 00:10:16.211707,1051,148.85,Bangalore,Mobile,0
1196,2025-06-20 00:09:16.211708,1055,120.0,Bangalore,Tablet,0
1197,2025-06-20 00:08:16.211709,1014,80.21,Bangalore,Mobile,0
1198,2025-06-20 00:07:16.211711,1028,177.94,Mumbai,Desktop,1
1199,2025-06-20 00:06:16.211712,1007,121.13,Bangalore,Mobile,0
1200,2025-06-20 00:05:16.211714,1004,120.14,Delhi,Tablet,0
1201,2025-06-20 00:04:16.211715,1028,552.7,Mumbai,Desktop,0
1202,2025-06-20 00:03:16.211716,1046,827.43,Chennai,Mobile,0
1203,2025-06-20 00:02:16.211718,1067,318.4,Mumbai,Desktop,0
1204,2025-06-20 00:01:16.211719,1075,282.74,Chennai,Mobile,0
1205,2025-06-20 00:00:16.211720,1044,228.24,Chennai,Tablet,0
1206,2025-06-19 23:59:16.211722,1001,36.32,Delhi,Mobile,0
1207,2025-06-19 23:58:16.211723,1026,12.18,Bangalore,Desktop,0
1208,2025-06-19 23:57:16.211724,1094,234.71,Bangalore,Desktop,0
1209,2025-06-19 23:56:16.211726,1035,260.97,Mumbai,Desktop,0
1210,2025-06-19 23:55:16.211727,1035,9.62,Bangalore,Mobile,0
1211,2025-06-19 23:54:16.211728,1025,526.36,Delhi,Mobile,0
1212,2025-06-19 23:53:16.211730,1042,19.11,Mumbai,Mobile,0
1213,2025-06-19 23:52:16.211731,1026,67.35,Mumbai,Tablet,0
1214,2025-06-19 23:51:16.211732,1068,223.19,Mumbai,Tablet,1
1215,2025-06-19 23:50:16.211734,1019,37.24,Bangalore,Tablet,0
1216,2025-06-19 23:49:16.211736,1010,11.4,Bangalore,Desktop,1
1217,2025-06-19 23:48:16.211738,1073,80.44,Bangalore,Desktop,0
1218,2025-06-19 23:47:16.211740,1037,290.46,Mumbai,Desktop,0
1219,2025-06-19 23:46:16.211742,1005,106.78,Mumbai,Desktop,0
1220,2025-06-19 23:45:16.211745,1071,211.67,Chennai,Desktop,0
1221,2025-06-19 23:44:16.211747,1022,173.32,Chennai,Mobile,0
1222,2025-06-19 23:43:16.211749,1046,4.49,Bangalore,Desktop,0
1223,2025-06-19 23:42:16.211751,1089,893.78,Mumbai,Mobile,0
1224,2025-06-19 23:41:16.211753,1045,8.46,Bangalore,Tablet,0
1225,2025-06-19 23:40:16.211755,1011,687.17,Bangalore,Tablet,1
1226,2025-06-19 23:39:16.211757,1089,159.64,Chennai,Tablet,1
1227,2025-06-19 23:38:16.211759,1012,660.23,Delhi,Tablet,1
1228,2025-06-19 23:37:16.211762,1061,24.38,Bangalore,Tablet,1
1229,2025-06-19 23:36:16.211763,1081,134.83,Delhi,Desktop,0
1230,2025-06-19 23:35:16.211764,1088,37.15,Delhi,Desktop,1
1231,2025-06-19 23:34:16.211765,1096,10.46,Mumbai,Desktop,0
1232,2025-06-19 23:33:16.211767,1059,192.22,Mumbai,Tablet,0
1233,2025-06-19 23:32:16.211768,1042,46.58,Bangalore,Tablet,0
1234,2025-06-19 23:31:16.211769,1075,177.2,Chennai,Mobile,0
1235,2025-06-19 23:30:16.211771,1099,23.84,Chennai,Desktop,0
1236,2025-06-19 23:29:16.211772,1067,80.69,Bangalore,Tablet,0
1237,2025-06-19 23:28:16.211773,1004,304.32,Bangalore,Tablet,0
1238,2025-06-19 23:27:16.211775,1036,114.91,Chennai,Tablet,0
1239,2025-06-19 23:26:16.211777,1071,197.64,Delhi,Mobile,0
1240,2025-06-19 23:25:16.211778,1091,208.52,Bangalore,Tablet,0
1241,2025-06-19 23:24:16.211779,1030,371.27,Delhi,Mobile,0
1242,2025-06-19 23:23:16.211781,1008,78.59,Bangalore,Mobile,0
1243,2025-06-19 23:22:16.211782,1050,232.5,Bangalore,Desktop,0
1244,2025-06-19 23:21:16.211783,1028,652.02,Delhi,Tablet,0
1245,2025-06-19 23:20:16.211784,1077,262.05,Delhi,Mobile,0
1246,2025-06-19 23:19:16.211802,1039,134.62,Chennai,Tablet,1
1247,2025-06-19 23:18:16.211803,1040,199.24,Bangalore,Desktop,0
1248,2025-06-19 23:17:16.211811,1085,269.17,Mumbai,Desktop,0
1249,2025-06-19 23:16:16.211812,1010,189.49,Mumbai,Mobile,0
1250,2025-06-19 23:15:16.211814,1022,3.36,Bangalore,Desktop,0
1251,2025-06-19 23:14:16.211815,1000,43.33,Bangalore,Desktop,0
1252,2025-06-19 23:13:16.211816,1045,332.64,Bangalore,Desktop,0
1253,2025-06-19 23:12:16.211818,1020,63.67,Delhi,Tablet,0
1254,2025-06-19 23:11:16.211819,1089,263.03,Mumbai,Tablet,0
1255,2025-06-19 23:10:16.211820,1035,93.08,Mumbai,Mobile,0
1256,2025-06-19 23:09:16.211822,1053,147.58,Mumbai,Mobile,0
1257,2025-06-19 23:08:16.211823,1086,14.08,Bangalore,Desktop,0
1258,2025-06-19 23:07:16.211824,1056,39.99,Delhi,Desktop,0
1259,2025-06-19 23:06:16.211826,1000,630.23,Bangalore,Mobile,0
1260,2025-06-19 23:05:16.211827,1062,441.71,Chennai,Desktop,0
1261,2025-06-19 23:04:16.211828,1053,211.27,Chennai,Mobile,0
1262,2025-06-19 23:03:16.211830,1054,123.11,Mumbai,Tablet,0
1263,2025-06-19 23:02:16.211831,1039,225.26,Bangalore,Desktop,0
1264,2025-06-19 23:01:16.211832,1014,192.79,Chennai,Desktop,0
1265,2025-06-19 23:00:16.211834,1020,168.12,Chennai,Desktop,0
1266,2025-06-19 22:59:16.211835,1046,12.2,Bangalore,Tablet,0
1267,2025-06-19 22:58:16.211837,1072,200.37,Delhi,Tablet,0
1268,2025-06-19 22:57:16.211838,1052,293.0,Bangalore,Desktop,0
1269,2025-06-19 22:56:16.211840,1008,1025.94,Bangalore,Mobile,0
1270,2025-06-19 22:55:16.211841,1073,2.23,Delhi,Tablet,0
1271,2025-06-19 22:54:16.211843,1051,262.0,Mumbai,Desktop,0
1272,2025-06-19 22:53:16.211844,1056,169.63,Mumbai,Desktop,0
1273,2025-06-19 22:52:16.211845,1025,113.85,Mumbai,Tablet,0
1274,2025-06-19 22:51:16.211847,1040,27.29,Delhi,Mobile,0
1275,2025-06-19 22:50:16.211848,1034,105.22,Chennai,Desktop,0
1276,2025-06-19 22:49:16.211849,1062,87.51,Delhi,Mobile,0
1277,2025-06-19 22:48:16.211851,1024,72.15,Bangalore,Mobile,0
1278,2025-06-19 22:47:16.211852,1089,262.52,Delhi,Tablet,0
1279,2025-06-19 22:46:16.211853,1074,241.28,Chennai,Desktop,0
1280,2025-06-19 22:45:16.211855,1037,177.84,Chennai,Desktop,1
1281,2025-06-19 22:44:16.211856,1001,558.28,Bangalore,Mobile,0
1282,2025-06-19 22:43:16.211857,1006,86.11,Mumbai,Tablet,0
1283,2025-06-19 22:42:16.211859,1081,55.89,Chennai,Tablet,0
1284,2025-06-19 22:41:16.211860,1090,213.37,Chennai,Tablet,0
1285,2025-06-19 22:40:16.211861,1033,44.33,Chennai,Mobile,0
1286,2025-06-19 22:39:16.211863,1090,75.67,Bangalore,Mobile,0
1287,2025-06-19 22:38:16.211864,1016,50.88,Chennai,Desktop,0
1288,2025-06-19 22:37:16.211866,1042,14.33,Mumbai,Tablet,0
1289,2025-06-19 22:36:16.211868,1058,351.47,Bangalore,Mobile,1
1290,2025-06-19 22:35:16.211871,1050,58.75,Mumbai,Tablet,0
1291,2025-06-19 22:34:16.211873,1053,128.12,Chennai,Mobile,0
1292,2025-06-19 22:33:16.211875,1023,8.86,Chennai,Desktop,0
1293,2025-06-19 22:32:16.211877,1024,240.35,Mumbai,Tablet,0
1294,2025-06-19 22:31:16.211880,1070,80.26,Bangalore,Mobile,1
1295,2025-06-19 22:30:16.211882,1051,273.09,Bangalore,Tablet,0
1296,2025-06-19 22:29:16.211884,1069,106.34,Mumbai,Mobile,0
1297,2025-06-19 22:28:16.211886,1087,43.57,Chennai,Mobile,0
1298,2025-06-19 22:27:16.211889,1032,143.97,Delhi,Mobile,0
1299,2025-06-19 22:26:16.211891,1048,27.97,Mumbai,Tablet,0
1300,2025-06-19 22:25:16.211893,1028,116.16,Mumbai,Mobile,0
1301,2025-06-19 22:24:16.211894,1062,76.34,Mumbai,Desktop,0
1302,2025-06-19 22:23:16.211895,1021,485.99,Chennai,Tablet,0
1303,2025-06-19 22:22:16.211897,1025,12.57,Bangalore,Desktop,0
1304,2025-06-19 22:21:16.211898,1027,236.85,Chennai,Desktop,0
1305,2025-06-19 22:20:16.211899,1084,40.36,Mumbai,Tablet,0
1306,2025-06-19 22:19:16.211900,1048,76.85,Chennai,Mobile,0
1307,2025-06-19 22:18:16.211902,1070,107.4,Chennai,Desktop,0
1308,2025-06-19 22:17:16.211903,1080,477.23,Mumbai,Tablet,0
1309,2025-06-19 22:16:16.211904,1083,55.57,Chennai,Mobile,0
1310,2025-06-19 22:15:16.211906,1048,19.15,Delhi,Tablet,0
1311,2025-06-19 22:14:16.211907,1019,76.75,Chennai,Tablet,0
1312,2025-06-19 22:13:16.211908,1085,22.11,Chennai,Tablet,0
1313,2025-06-19 22:12:16.211910,1091,27.53,Bangalore,Mobile,0
1314,2025-06-19 22:11:16.211911,1062,170.59,Bangalore,Desktop,0
1315,2025-06-19 22:10:16.211912,1060,12.57,Mumbai,Desktop,0
1316,2025-06-19 22:09:16.211914,1048,6.28,Mumbai,Tablet,1
1317,2025-06-19 22:08:16.211915,1070,250.64,Bangalore,Tablet,0
1318,2025-06-19 22:07:16.211916,1000,89.77,Delhi,Mobile,0
1319,2025-06-19 22:06:16.211920,1095,26.79,Chennai,Tablet,0
1320,2025-06-19 22:05:16.211921,1012,58.5,Delhi,Tablet,0
1321,2025-06-19 22:04:16.211923,1093,205.49,Delhi,Tablet,0
1322,2025-06-19 22:03:16.211924,1086,64.46,Bangalore,Desktop,0
1323,2025-06-19 22:02:16.211926,1050,136.45,Mumbai,Tablet,0
1324,2025-06-19 22:01:16.211927,1055,25.95,Chennai,Desktop,0
1325,2025-06-19 22:00:16.211928,1082,177.39,Mumbai,Mobile,0
1326,2025-06-19 21:59:16.211930,1061,75.98,Delhi,Mobile,0
1327,2025-06-19 21:58:16.211931,1031,197.22,Delhi,Desktop,0
1328,2025-06-19 21:57:16.211932,1029,330.46,Mumbai,Desktop,0
1329,2025-06-19 21:56:16.211934,1028,189.17,Mumbai,Desktop,0
1330,2025-06-19 21:55:16.211935,1048,70.12,Bangalore,Desktop,0
1331,2025-06-19 21:54:16.211936,1044,59.07,Mumbai,Tablet,0
1332,2025-06-19 21:53:16.211938,1092,79.33,Mumbai,Desktop,0
1333,2025-06-19 21:52:16.211939,1029,35.97,Bangalore,Desktop,0
1334,2025-06-19 21:51:16.211947,1015,39.98,Mumbai,Desktop,0
1335,2025-06-19 21:50:16.211949,1039,312.79,Delhi,Tablet,0
1336,2025-06-19 21:49:16.211952,1018,97.14,Mumbai,Tablet,1
1337,2025-06-19 21:48:16.211954,1017,114.54,Chennai,Tablet,0
1338,2025-06-19 21:47:16.211956,1000,180.3,Delhi,Mobile,0
1339,2025-06-19 21:46:16.211958,1077,178.15,Bangalore,Tablet,1
1340,2025-06-19 21:45:16.211961,1046,13.95,Delhi,Desktop,0
1341,2025-06-19 21:44:16.211963,1065,356.21,Bangalore,Tablet,0
1342,2025-06-19 21:43:16.211964,1091,39.04,Chennai,Tablet,0
1343,2025-06-19 21:42:16.211966,1093,256.8,Chennai,Desktop,0
1344,2025-06-19 21:41:16.211967,1037,296.27,Delhi,Tablet,0
1345,2025-06-19 21:40:16.211968,1050,250.98,Mumbai,Mobile,0
1346,2025-06-19 21:39:16.211970,1062,173.01,Delhi,Tablet,1
1347,2025-06-19 21:38:16.211971,1003,2.94,Delhi,Mobile,0
1348,2025-06-19 21:37:16.211972,1000,89.37,Chennai,Mobile,0
1349,2025-06-19 21:36:16.211974,1007,185.69,Bangalore,Mobile,0
1350,2025-06-19 21:35:16.211975,1028,98.03,Delhi,Desktop,0
1351,2025-06-19 21:34:16.211976,1054,398.26,Mumbai,Tablet,0
1352,2025-06-19 21:33:16.211978,1002,73.87,Chennai,Mobile,0
1353,2025-06-19 21:32:16.211979,1031,69.5,Delhi,Mobile,0
1354,2025-06-19 21:31:16.211980,1009,61.85,Delhi,Tablet,0
1355,2025-06-19 21:30:16.211982,1073,80.93,Mumbai,Desktop,1
1356,2025-06-19 21:29:16.211983,1082,163.02,Delhi,Desktop,0
1357,2025-06-19 21:28:16.211984,1033,245.53,Delhi,Mobile,0
1358,2025-06-19 21:27:16.211987,1096,217.28,Delhi,Desktop,0
1359,2025-06-19 21:26:16.211988,1086,329.76,Delhi,Tablet,0
1360,2025-06-19 21:25:16.211989,1054,434.16,Mumbai,Desktop,0
1361,2025-06-19 21:24:16.211991,1091,338.65,Delhi,Tablet,0
1362,2025-06-19 21:23:16.211992,1031,3.83,Delhi,Mobile,0
1363,2025-06-19 21:22:16.211993,1049,266.3,Delhi,Tablet,0
1364,2025-06-19 21:21:16.211995,1006,46.74,Chennai,Mobile,0
1365,2025-06-19 21:20:16.211996,1092,28.53,Mumbai,Tablet,0
1366,2025-06-19 21:19:16.211997,1007,203.49,Chennai,Tablet,0
1367,2025-06-19 21:18:16.211999,1064,77.06,Chennai,Desktop,0
1368,2025-06-19 21:17:16.212000,1056,11.76,Mumbai,Tablet,0
1369,2025-06-19 21:16:16.212001,1066,29.61,Chennai,Mobile,0
1370,2025-06-19 21:15:16.212003,1087,0.19,Chennai,Tablet,0
1371,2025-06-19 21:14:16.212004,1086,467.07,Chennai,Mobile,0
1372,2025-06-19 21:13:16.212006,1058,4.99,Mumbai,Mobile,0
1373,2025-06-19 21:12:16.212007,1071,47.01,Delhi,Tablet,0
1374,2025-06-19 21:11:16.212008,1053,107.66,Bangalore,Desktop,0
1375,2025-06-19 21:10:16.212010,1066,88.19,Bangalore,Tablet,0
1376,2025-06-19 21:09:16.212011,1050,485.46,Mumbai,Tablet,0
1377,2025-06-19 21:08:16.212012,1096,8.22,Bangalore,Desktop,0
1378,2025-06-19 21:07:16.212014,1091,143.58,Mumbai,Mobile,0
1379,2025-06-19 21:06:16.212015,1007,228.19,Mumbai,Tablet,0
1380,2025-06-19 21:05:16.212017,1033,536.76,Bangalore,Desktop,0
1381,2025-06-19 21:04:16.212019,1034,193.71,Chennai,Desktop,0
